"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Securities Order Code","buy_securities_order_code","true","Text","string","","FK-BK đến Securities Order của lệnh mua (Order Accept Number — BK phụ HOSE).","securities_trade.buy_securities_order_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Securities Order Code","buy_securities_order_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Broker Id","buy_broker_id","true","Text","string","","Mã/số công ty chứng khoán thực hiện giao dịch mua.","securities_trade.buy_broker_id WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Broker Id","buy_broker_id"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Broker Name","buy_broker_nm","true","Text","string","","Tên công ty chứng khoán thực hiện giao dịch mua.","securities_trade.buy_broker_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Broker Name","buy_broker_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Account Pin Code","buy_account_pin_code","true","Text","string","","[PII] Mã PIN của tài khoản mua. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.buy_account_pin_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Account Pin Code","buy_account_pin_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Account Number","buy_account_nbr","true","Text","string","","[PII] Mã/Số tài khoản giao dịch mua của nhà đầu tư. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.buy_account_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Account Number","buy_account_nbr"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Account Holder Name","buy_account_holder_nm","true","Text","string","","[PII] Tên tài khoản giao dịch mua của nhà đầu tư. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.buy_account_holder_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Account Holder Name","buy_account_holder_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Client House Classification Code","buy_client_house_cl_code","true","Classification Value","string","","Phân loại lệnh khách hàng/công ty tự doanh của lệnh mua.","securities_trade.buy_client_house_cl_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Client House Classification Code","buy_client_house_cl_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Investor Type Code","buy_investor_tp_code","true","Classification Value","string","","Phân loại nhà đầu tư của lệnh mua (raw từ HOSE).","securities_trade.buy_investor_tp_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Investor Type Code","buy_investor_tp_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Foreign Investor Type Code","buy_foreign_investor_tp_code","true","Classification Value","string","","Phân loại đầu tư nước ngoài của lệnh mua.","securities_trade.buy_foreign_investor_tp_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Foreign Investor Type Code","buy_foreign_investor_tp_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Order Price","buy_order_price","true","Currency Amount","decimal(23,2)","","Giá đặt mua.","securities_trade.buy_order_price WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Order Price","buy_order_price"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Order Volume","buy_order_vol","true","Small Counter","int","","Khối lượng đặt mua.","securities_trade.buy_order_vol WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Order Volume","buy_order_vol"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Trader Number","buy_trader_nbr","true","Text","string","","Mã/số định danh người thực hiện đặt mua.","securities_trade.buy_trader_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Trader Number","buy_trader_nbr"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Trader Name","buy_trader_nm","true","Text","string","","[PII] Tên người thực hiện đặt mua. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.buy_trader_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Trader Name","buy_trader_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Buy Reference Sequence Number","buy_reference_sequence_nbr","true","Text","string","","Số tham chiếu theo thứ tự đặt mua trong ngày.","securities_trade.buy_reference_sequence_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Buy Reference Sequence Number","buy_reference_sequence_nbr"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Order Date","sell_order_dt","true","Date","date","","Ngày đặt lệnh bán.","securities_trade.sell_order_dt WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Order Date","sell_order_dt"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Order Time","sell_order_time","true","Text","string","","Thời gian đặt lệnh bán.","securities_trade.sell_order_time WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Order Time","sell_order_time"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Securities Order Code","sell_securities_order_code","true","Text","string","","FK-BK đến Securities Order của lệnh bán (Order Accept Number — BK phụ HOSE).","securities_trade.sell_securities_order_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Securities Order Code","sell_securities_order_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Broker Id","sell_broker_id","true","Text","string","","Mã/số công ty chứng khoán thực hiện giao dịch bán.","securities_trade.sell_broker_id WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Broker Id","sell_broker_id"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Broker Name","sell_broker_nm","true","Text","string","","Tên công ty chứng khoán thực hiện giao dịch bán.","securities_trade.sell_broker_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Broker Name","sell_broker_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Account Pin Code","sell_account_pin_code","true","Text","string","","[PII] Mã PIN của tài khoản bán. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.sell_account_pin_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Account Pin Code","sell_account_pin_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Account Number","sell_account_nbr","true","Text","string","","[PII] Mã/Số tài khoản giao dịch bán của nhà đầu tư. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.sell_account_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Account Number","sell_account_nbr"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Account Holder Name","sell_account_holder_nm","true","Text","string","","[PII] Tên tài khoản giao dịch bán của nhà đầu tư. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.sell_account_holder_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Account Holder Name","sell_account_holder_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Client House Classification Code","sell_client_house_cl_code","true","Classification Value","string","","Phân loại lệnh khách hàng/công ty tự doanh của lệnh bán.","securities_trade.sell_client_house_cl_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Client House Classification Code","sell_client_house_cl_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Investor Type Code","sell_investor_tp_code","true","Classification Value","string","","Phân loại nhà đầu tư của lệnh bán (raw từ HOSE).","securities_trade.sell_investor_tp_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Investor Type Code","sell_investor_tp_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Foreign Investor Type Code","sell_foreign_investor_tp_code","true","Classification Value","string","","Phân loại đầu tư nước ngoài của lệnh bán.","securities_trade.sell_foreign_investor_tp_code WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Foreign Investor Type Code","sell_foreign_investor_tp_code"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Order Price","sell_order_price","true","Currency Amount","decimal(23,2)","","Giá đặt bán.","securities_trade.sell_order_price WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Order Price","sell_order_price"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Order Volume","sell_order_vol","true","Small Counter","int","","Khối lượng đặt bán.","securities_trade.sell_order_vol WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Order Volume","sell_order_vol"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Trader Number","sell_trader_nbr","true","Text","string","","Mã/số định danh người thực hiện đặt bán.","securities_trade.sell_trader_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Trader Number","sell_trader_nbr"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Trader Name","sell_trader_nm","true","Text","string","","[PII] Tên người thực hiện đặt bán. — hiển thị theo quyết định Data Modeler 2026-09-26, bắt buộc phân quyền/masking tầng BI","securities_trade.sell_trader_nm WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Trader Name","sell_trader_nm"
"Fact HOSE Securities Trade","fct_hose_securities_trade","Sell Reference Sequence Number","sell_reference_sequence_nbr","true","Text","string","","Số tham chiếu theo thứ tự đặt bán trong ngày.","securities_trade.sell_reference_sequence_nbr WHERE securities_trade.src_stm_code = 'ORDERTRADE_TRADE_BOOK_HOSE'","direct","Securities Trade","securities_trade","Sell Reference Sequence Number","sell_reference_sequence_nbr"
