"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Business Type Dimension","bsn_tp_dim","Business Category Code","bsn_cgy_code","true","Classification Value","string","","CASE WHEN cv.cl_code IN ('MGIOI','BLANH','TUVAN','TDOANH') THEN 'NGHIEP_VU' ELSE NULL END (scheme: FIMS_BUSINESS_TYPE)","CASE WHEN cv.cl_code IN ('MGIOI','BLANH','TUVAN','TDOANH') THEN 'NGHIEP_VU' ELSE NULL END","computed","Classification Value","cv","Classification Code","cl_code"
"Business Type Dimension","bsn_tp_dim","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn","cv.src_stm_code WHERE cv.scm_code = 'FIMS_BUSINESS_TYPE'","direct","Classification Value","cv","Source System Code","src_stm_code"
"Service Type Dimension","svc_tp_dim","Service Type Dimension Id","svc_tp_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Service Type Dimension","svc_tp_dim","Service Type Code","svc_tp_code","false","Text","string","NK","Mã dịch vụ — Classification Value (scheme: SCMS_SERVICE_TYPE)","","","Classification Value","cv","Classification Code","cl_code"
"Service Type Dimension","svc_tp_dim","Service Type Name","svc_tp_nm","true","Text","string","","Tên dịch vụ tiếng Việt — Classification Value (scheme: SCMS_SERVICE_TYPE)","cv.cl_nm","direct","Classification Value","cv","Classification Name","cl_nm"
"Service Type Dimension","svc_tp_dim","Service Category Code","svc_cgy_code","true","Classification Value","string","","CASE WHEN scr_co_svc_reg.svc_tp_code IN ('KQY','UTRUOC','LUUKY') THEN 'CK' WHEN scr_co_svc_reg.svc_tp_code IN ('MGPS','TVPS','TDPS') THEN 'PHAI_SINH' ELSE NULL END","CASE WHEN scr_co_svc_reg.svc_tp_code IN ('KQY','UTRUOC','LUUKY') THEN 'CK' WHEN scr_co_svc_reg.svc_tp_code IN ('MGPS','TVPS','TDPS') THEN 'PHAI_SINH' ELSE NULL END","computed","Securities Company Service Registration","scr_co_svc_reg","Service Type Code","svc_tp_code"
"Service Type Dimension","svc_tp_dim","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn","cv.src_stm_code WHERE cv.scm_code = 'SCMS_SERVICE_TYPE'","direct","Classification Value","cv","Source System Code","src_stm_code"
"Report Indicator Dimension","rpt_ind_dim","Report Indicator Dimension Id","rpt_ind_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Report Indicator Dimension","rpt_ind_dim","Report Indicator Code","rpt_ind_code","false","Text","string","NK","Mã chỉ tiêu","","","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"Report Indicator Dimension","rpt_ind_dim","Report Template Code","rpt_tpl_code","true","Text","string","","Mã biểu mẫu","mbr_rpt_ind_val.rpt_tpl_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Code","rpt_tpl_code"
"Report Indicator Dimension","rpt_ind_dim","Report Template Name","rpt_tpl_nm","true","Text","string","","lookup Member Report Indicator Value.Report Template Code → Report Template Name từ bảng danh mục biểu mẫu","INNER JOIN cv ON cv.cl_code = mbr_rpt_ind_val.rpt_tpl_code AND cv.scm_code = 'SCMS_REPORT_TEMPLATE' → cv.cl_nm","join_atomic","Classification Value","cv","Classification Name","cl_nm"
"Report Indicator Dimension","rpt_ind_dim","Sheet Name","shet_nm","true","Text","string","","Tên sheet","mbr_rpt_ind_val.shet_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Sheet Name","shet_nm"
"Report Indicator Dimension","rpt_ind_dim","Row Name","row_nm","true","Text","string","","Tên hàng","mbr_rpt_ind_val.row_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Row Name","row_nm"
"Report Indicator Dimension","rpt_ind_dim","Column Name","clmn_nm","true","Text","string","","Tên cột","mbr_rpt_ind_val.clmn_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Column Name","clmn_nm"
"Report Indicator Dimension","rpt_ind_dim","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_BC_BAO_CAO_GT. Driving table: mbr_rpt_ind_val.","mbr_rpt_ind_val.src_stm_code WHERE mbr_rpt_ind_val.src_stm_code = 'SCMS_BC_BAO_CAO_GT'","direct","Member Report Indicator Value","mbr_rpt_ind_val","Source System Code","src_stm_code"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = scr_co.snpst_dt","lookup_date","Securities Company","scr_co","Snapshot Date","snpst_dt"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Securities Company Dimension Id","scr_co_dim_id","false","Surrogate Dimension Key","string","FK → Securities Company Dimension","FK CTCK — ETL lookup","LOOKUP scr_co_dim ON scr_co_dim.scr_co_code = scr_co.scr_co_code AND scr_co.snpst_dt BETWEEN scr_co_dim.eff_dt AND scr_co_dim.expiry_dt","lookup_dim","Securities Company","scr_co","Securities Company Code","scr_co_code"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Company Status Code","co_st_code","true","Classification Value","string","","Trạng thái CTCK","scr_co.co_st_code","direct","Securities Company","scr_co","Company Status Code","co_st_code"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Is Listed Indicator","is_list_ind","true","Indicator","string","","Cờ niêm yết","scr_co.is_list_ind","direct","Securities Company","scr_co","Is Listed Indicator","is_list_ind"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Charter Capital Amount","charter_cptl_amt","true","Currency Amount","decimal(23,2)","","Vốn điều lệ","scr_co.charter_cptl_amt","direct","Securities Company","scr_co","Charter Capital Amount","charter_cptl_amt"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Indicator Value Amount","ind_val_amt","true","Currency Amount","decimal(23,2)","","Giá trị chỉ tiêu","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Value","val"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Report Indicator Code","rpt_ind_code","true","Text","string","","Mã chỉ tiêu — xem O_QLKD_1","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"Fact Securities Company Status Snapshot","fct_scr_co_st_snpst","Report Date","rpt_dt","true","Date","date","","Ngày số liệu báo cáo","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Report Date","rpt_dt"
"Fact Securities Company Business Type Snapshot","fct_scr_co_bsn_tp_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = scr_co_bsn_tp.snpst_dt","lookup_date","Securities Company Business Type","scr_co_bsn_tp","Snapshot Date","snpst_dt"
"Fact Securities Company Business Type Snapshot","fct_scr_co_bsn_tp_snpst","Securities Company Dimension Id","scr_co_dim_id","false","Surrogate Dimension Key","string","FK → Securities Company Dimension","FK CTCK — ETL lookup","LOOKUP scr_co_dim ON scr_co_dim.scr_co_code = scr_co_bsn_tp.scr_co_code AND scr_co_bsn_tp.snpst_dt BETWEEN scr_co_dim.eff_dt AND scr_co_dim.expiry_dt","lookup_dim","Securities Company Business Type","scr_co_bsn_tp","Securities Company Code","scr_co_code"
"Fact Securities Company Business Type Snapshot","fct_scr_co_bsn_tp_snpst","Business Type Dimension Id","bsn_tp_dim_id","false","Surrogate Dimension Key","string","FK → Business Type Dimension","FK nghiệp vụ — ETL lookup","LOOKUP bsn_tp_dim ON bsn_tp_dim.bsn_tp_code = scr_co_bsn_tp.bsn_tp_code AND scr_co_bsn_tp.snpst_dt BETWEEN bsn_tp_dim.eff_dt AND bsn_tp_dim.expiry_dt","lookup_dim","Securities Company Business Type","scr_co_bsn_tp","Business Type Code","bsn_tp_code"
"Fact Securities Company Business Type Snapshot","fct_scr_co_bsn_tp_snpst","Business Category Code","bsn_cgy_code","true","Classification Value","string","","CASE WHEN Business Type Dimension.Business Type Code IN ('MGIOI','BLANH','TUVAN','TDOANH') THEN 'NGHIEP_VU' ELSE NULL END","CASE WHEN bsn_tp_dim.bsn_tp_code IN ('MGIOI','BLANH','TUVAN','TDOANH') THEN 'NGHIEP_VU' ELSE NULL END","computed","Business Type Dimension","bsn_tp_dim","Business Type Code","bsn_tp_code"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Registration Date Dimension Id","rgst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup từ Registration Date","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = scr_co_svc_reg.reg_dt","lookup_date","Securities Company Service Registration","scr_co_svc_reg","Registration Date","reg_dt"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Securities Company Dimension Id","scr_co_dim_id","false","Surrogate Dimension Key","string","FK → Securities Company Dimension","FK CTCK — ETL lookup","LOOKUP scr_co_dim ON scr_co_dim.scr_co_code = scr_co_svc_reg.scr_co_code AND scr_co_svc_reg.reg_dt BETWEEN scr_co_dim.eff_dt AND scr_co_dim.expiry_dt","lookup_dim","Securities Company Service Registration","scr_co_svc_reg","Securities Company Code","scr_co_code"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Service Type Dimension Id","svc_tp_dim_id","false","Surrogate Dimension Key","string","FK → Service Type Dimension","FK dịch vụ — ETL lookup","LOOKUP svc_tp_dim ON svc_tp_dim.svc_tp_code = scr_co_svc_reg.svc_tp_code AND scr_co_svc_reg.reg_dt BETWEEN svc_tp_dim.eff_dt AND svc_tp_dim.expiry_dt","lookup_dim","Securities Company Service Registration","scr_co_svc_reg","Service Type Code","svc_tp_code"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Service Status Code","svc_st_code","true","Classification Value","string","","Trạng thái dịch vụ","scr_co_svc_reg.svc_sts_code","direct","Securities Company Service Registration","scr_co_svc_reg","Service Status Code","svc_sts_code"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Registration Document Number","rgst_doc_nbr","true","Text","string","","Số văn bản đăng ký","scr_co_svc_reg.reg_doc_no","direct","Securities Company Service Registration","scr_co_svc_reg","Registration Document Number","reg_doc_no"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Termination Date","tmt_dt","true","Date","date","","Ngày chấm dứt","scr_co_svc_reg.trm_dt","direct","Securities Company Service Registration","scr_co_svc_reg","Termination Date","trm_dt"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Valid Document Date","vld_doc_dt","true","Date","date","","Ngày hồ sơ hợp lệ","scr_co_svc_reg.vld_doc_dt","direct","Securities Company Service Registration","scr_co_svc_reg","Valid Document Date","vld_doc_dt"
"Fact Securities Company Service Registration","fct_scr_co_svc_rgst","Is Draft Indicator","is_drft_ind","true","Indicator","string","","Cờ bản tạm — filter IS_DRAFT=false","scr_co_svc_reg.is_drft_ind","direct","Securities Company Service Registration","scr_co_svc_reg","Is Draft Indicator","is_drft_ind"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Report Date Dimension Id","rpt_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = mbr_prd_rpt.rpt_dt","lookup_date","Member Periodic Report","mbr_prd_rpt","Report Date","rpt_dt"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Securities Company Dimension Id","scr_co_dim_id","false","Surrogate Dimension Key","string","FK → Securities Company Dimension","FK CTCK — ETL lookup","LOOKUP scr_co_dim ON scr_co_dim.scr_co_code = mbr_prd_rpt.scr_co_code AND mbr_prd_rpt.rpt_dt BETWEEN scr_co_dim.eff_dt AND scr_co_dim.expiry_dt","lookup_dim","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Report Indicator Dimension Id","rpt_ind_dim_id","false","Surrogate Dimension Key","string","FK → Report Indicator Dimension","FK chỉ tiêu — ETL lookup","LOOKUP rpt_ind_dim ON rpt_ind_dim.rpt_ind_code = mbr_rpt_ind_val.rpt_ind_code AND mbr_prd_rpt.rpt_dt BETWEEN rpt_ind_dim.eff_dt AND rpt_ind_dim.expiry_dt","lookup_dim","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Report Template Code","rpt_tpl_code","true","Text","string","","Mã biểu mẫu (DD)","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Code","rpt_tpl_code"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Report Period Type Code","rpt_prd_tp_code","true","Classification Value","string","","Kỳ báo cáo","mbr_prd_rpt.rpt_prd_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Reporting Period Type Code","rpt_prd_tp_code"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Indicator Value Amount","ind_val_amt","true","Currency Amount","decimal(23,2)","","Giá trị chỉ tiêu","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Value","val"
"Fact Securities Company Financial Structure Snapshot","fct_scr_co_fnc_stc_snpst","Version","vrsn","true","Text","string","","Phiên bản báo cáo","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Version","vrsn"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = mbr_prd_rpt.snpst_dt","lookup_date","Member Periodic Report","mbr_prd_rpt","Snapshot Date","snpst_dt"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Securities Company Dimension Id","scr_co_dim_id","false","Surrogate Dimension Key","string","FK → Securities Company Dimension","FK CTCK — ETL lookup","LOOKUP scr_co_dim ON scr_co_dim.scr_co_code = mbr_prd_rpt.scr_co_code AND mbr_prd_rpt.snpst_dt BETWEEN scr_co_dim.eff_dt AND scr_co_dim.expiry_dt","lookup_dim","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Report Template Code","rpt_tpl_code","true","Text","string","","Mã biểu mẫu (DD)","mbr_prd_rpt.rpt_tpl_code","direct","Member Periodic Report","mbr_prd_rpt","Report Template Code","rpt_tpl_code"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Submission Date","submission_dt","true","Date","date","","Ngày nộp thực tế","mbr_prd_rpt.subm_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Date","subm_dt"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Submission Deadline Date","submission_ddln_dt","true","Date","date","","Hạn nộp","mbr_prd_rpt.subm_ddln_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Deadline Date","subm_ddln_dt"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Submission Status Code","submission_st_code","true","Classification Value","string","","Trạng thái nộp","mbr_prd_rpt.subm_st_code","direct","Member Periodic Report","mbr_prd_rpt","Submission Status Code","subm_st_code"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Report Period Year","rpt_prd_yr","true","Small Counter","int","","Năm kỳ báo cáo","mbr_prd_rpt.yr_val","direct","Member Periodic Report","mbr_prd_rpt","Year Value","yr_val"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Report Period Type Code","rpt_prd_tp_code","true","Classification Value","string","","Kỳ báo cáo","mbr_prd_rpt.rpt_prd_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Reporting Period Type Code","rpt_prd_tp_code"
"Fact Securities Company Report Compliance Snapshot","fct_scr_co_rpt_cmpln_snpst","Is On Time Indicator","is_on_tm_ind","true","Indicator","string","","CASE WHEN Member Periodic Report.Submission Date <= Member Periodic Report.Submission Deadline Date THEN true ELSE false END","CASE WHEN mbr_prd_rpt.subm_dt <= mbr_prd_rpt.subm_ddln_dt THEN true ELSE false END","computed","Member Periodic Report","mbr_prd_rpt","Submission Date / Submission Deadline Date","subm_dt / subm_ddln_dt"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Financial Report History Id","fnc_rpt_hist_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Securities Company Code","scr_co_code","false","Text","string","BK","Mã CTCK","","","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Report Template Code","rpt_tpl_code","false","Text","string","","Mã biểu mẫu báo cáo","mbr_prd_rpt.rpt_tpl_code","direct","Member Periodic Report","mbr_prd_rpt","Report Template Code","rpt_tpl_code"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Report Period Year","rpt_prd_yr","false","Small Counter","int","","Năm kỳ báo cáo","mbr_prd_rpt.yr_val","direct","Member Periodic Report","mbr_prd_rpt","Year Value","yr_val"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Report Period Type Code","rpt_prd_tp_code","false","Classification Value","string","","Kỳ: tháng/quý/năm/bán niên","mbr_prd_rpt.rpt_prd_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Reporting Period Type Code","rpt_prd_tp_code"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Report Date","rpt_dt","true","Date","date","","Ngày số liệu báo cáo","mbr_prd_rpt.rpt_dt","direct","Member Periodic Report","mbr_prd_rpt","Report Date","rpt_dt"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Submission Date","submission_dt","true","Date","date","","Ngày nộp thực tế","mbr_prd_rpt.subm_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Date","subm_dt"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Submission Deadline Date","submission_ddln_dt","true","Date","date","","Hạn nộp","mbr_prd_rpt.subm_ddln_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Deadline Date","subm_ddln_dt"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Submission Status Code","submission_st_code","true","Classification Value","string","","Trạng thái nộp","mbr_prd_rpt.subm_st_code","direct","Member Periodic Report","mbr_prd_rpt","Submission Status Code","subm_st_code"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Indicator Value Amount","ind_val_amt","true","Currency Amount","decimal(23,2)","","Giá trị chỉ tiêu BCTC — cast từ Value","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Value","val"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Report Indicator Code","rpt_ind_code","true","Text","string","","Mã chỉ tiêu","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Row Name","row_nm","true","Text","string","","Tên hàng chỉ tiêu","LEFT JOIN mbr_rpt_ind_val ON mbr_rpt_ind_val.mbr_prd_rpt_id = mbr_prd_rpt.mbr_prd_rpt_id","join_atomic","Member Report Indicator Value","mbr_rpt_ind_val","Row Name","row_nm"
"Securities Company Financial Report History","scr_co_fnc_rpt_hist","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức FMS_RPTMEMBER + SCMS_BC_THANH_VIEN. Driving table: mbr_prd_rpt.","mbr_prd_rpt.src_stm_code WHERE mbr_prd_rpt.src_stm_code IN ('FMS_RPTMEMBER','SCMS_BC_THANH_VIEN')","direct","Member Periodic Report","mbr_prd_rpt","Source System Code","src_stm_code"
"Securities Company Personnel Profile","scr_co_psn_prfl","Personnel Profile Id","psn_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Personnel Profile","scr_co_psn_prfl","Securities Company Senior Personnel Code","scr_co_snr_psn_code","false","Text","string","BK","Mã nhân sự cao cấp — business key","","","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Senior Personnel Code","scr_co_snr_psn_code"
"Securities Company Personnel Profile","scr_co_psn_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_snr_psn.scr_co_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Code","scr_co_code"
"Securities Company Personnel Profile","scr_co_psn_prfl","Full Name","full_nm","false","Text","string","","Họ tên nhân sự","scr_co_snr_psn.full_nm","direct","Securities Company Senior Personnel","scr_co_snr_psn","Full Name","full_nm"
"Securities Company Personnel Profile","scr_co_psn_prfl","Position Type Code","pos_tp_code","true","Classification Value","string","","Chức vụ (scheme: SCMS_POSITION_TYPE)","scr_co_snr_psn.pos_tp_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Position Type Code","pos_tp_code"
"Securities Company Personnel Profile","scr_co_psn_prfl","Date Of Birth","dob","true","Date","date","","Ngày sinh","scr_co_snr_psn.dob","direct","Securities Company Senior Personnel","scr_co_snr_psn","Date Of Birth","dob"
"Securities Company Personnel Profile","scr_co_psn_prfl","Individual Gender Code","idv_gnd_code","true","Classification Value","string","","Giới tính (scheme: INDIVIDUAL_GENDER)","scr_co_snr_psn.idv_gnd_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Individual Gender Code","idv_gnd_code"
