attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Electronic Transaction Code,Mã giao dịch điện tử,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.MA_GDDT,BCV: không có term riêng. Nhất quán với TCT_TTCCN_HOA_DON LLD.,,
Enforcement Order Number,Số quyết định,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.SO_QD,"BCV: gần nhất ""Submission Number"" (Documentation) — QĐ cưỡng chế là văn bản hành chính. Là giá trị được TCT_TTCCN_HOA_DON.CAN_CU_QDSO viện dẫn khi leo thang sang biện pháp ngừng hóa đơn. Không có FK vật lý — liên kết logic.",,
Enforcement Order Date,Ngày quyết định,Date,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.NGAY_QD,"BCV: gần nhất ""Documentation Preparation Date"" (Documentation). Nhất quán prefix Enforcement Order.",,
Enforced Amount,Số tiền bị cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.SO_TIEN_BI_CC,BCV: không có term riêng cho số tiền cưỡng chế. Nguồn VARCHAR(20) — giữ Text. Không đủ thông tin xác định đơn vị tiền tệ. Cần xác nhận với team.,,
Enforcement Effective Start Date,Ngày hiệu lực từ quyết định từ,Date,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.NGAY_HIEU_LUC_QD_TU,"BCV: gần nhất ""Condition Effective Date"" (Condition). Nhất quán prefix Enforcement Effective với TCT_TTCCN_HOA_DON LLD.",,
Enforcement Effective End Date,Ngày hiệu lực quyết định đến,Date,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.NGAY_HIEU_LUC_QD_DEN,"BCV: gần nhất ""Condition Expiry Date"" (Condition). Nhất quán prefix Enforcement Effective.",,
Enforcement Time,Thời gian cưỡng chế,Date,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.THOI_GIAN_CC,BCV: không có term riêng. Thời điểm áp dụng biện pháp trên thực tế.,,
Enforcement Location,Địa điểm cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.DIA_DIEM_CC,"BCV: ""Location"" (Location) — gần nhất. Nhất quán prefix Enforcement.",,
Taxpayer Account Number,Số tài khoản đối tượng bị cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.STK_DT_BCC,"BCV: ""Account Number"" (Arrangement) — gần nhất. Áp dụng cho hình thức trích tiền tài khoản.",,
Taxpayer Account Bank,Nơi mở tài khoản bị cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.NO_MO_TK_BCC,BCV: không có term riêng. Nhất quán prefix Taxpayer Account.,,
Income Manager Name,Tên đối tượng quản lý thu nhập,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.TEN_DTQLTN,BCV: không có term riêng. Áp dụng cho hình thức khấu trừ thu nhập. Prefix Income Manager — đơn vị trả thu nhập cho NNT bị yêu cầu khấu trừ thay.,,
Income Manager Address,Địa chỉ đối tượng quản lý thu nhập,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.DI_CHI_DTQLTN,"BCV: ""Postal Address"" (Location) — gần nhất. Nhất quán prefix Income Manager.",,
Seized Asset Description,Tài sản kê biên,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.TS_KE_BIEN,"BCV: gần nhất ""Property Description"" (Resource Item). Áp dụng cho hình thức kê biên tài sản.",,
Seized Asset Value,Giá trị tài sản,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.GIA_TRI_TS,"BCV: gần nhất ""Property Value"" (Resource Item). Nguồn VARCHAR(20) — giữ Text. Cần xác nhận đơn vị.",,
Asset Custodian Code,Mã đối tượng giữ tài sản cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.MA_DTGTSCC,BCV: không có term riêng. Bên thứ ba giữ tài sản kê biên. Không có FK (không có bảng riêng) → denormalized.,,
Asset Custodian Name,Tên đối tượng giữ tài sản cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.TEN_DTGTSCC,"BCV: ""Organization Name"" (Involved Party) — gần nhất. Denormalized. Nhất quán prefix Asset Custodian.",,
Asset Custodian Address,Địa chỉ đối tượng giữ tài sản cưỡng chế,Text,true,false,draft,DCST.TCT_TT_CUONG_CHE_NO.DIA_CHI_DTGTSCC,"BCV: ""Postal Address"" (Location) — gần nhất. Denormalized. Nhất quán prefix Asset Custodian.",,
